trip_id,distance_km,road_type,elevation_gain_m,elevation_loss_m,avg_speed_kmh,traffic_congestion_level,ambient_temperature_c,weather_condition,vehicle_profile,vehicle_battery_capacity_kwh,vehicle_efficiency_baseline_wh_per_km,vehicle_curb_weight_kg,load_state,payload_kg,total_mass_kg,energy_consumed_kwh,wh_per_km
4265,30.43,arterial,25.3,20.3,44.6,0.115,34.3,clear,mid_ev,40,160,1900,unladen,16.4,1916.4,7.069,232.3
4267,16.39,arterial,12.0,18.8,50.0,0.415,33.5,clear,small_ev,24,140,1400,unladen,3.3,1403.3,4.886,298.2
4268,7.3,city,5.8,6.5,10.5,0.148,33.7,clear,large_ev,75,190,2400,unladen,56.9,2456.9,1.544,211.4
4269,38.14,highway,3.5,25.5,99.0,0.601,28.6,clear,large_ev,75,190,2400,half_load,290.7,2690.7,36.243,950.4
4270,17.97,arterial,31.5,1.1,51.9,0.622,27.4,clear,large_ev,75,190,2400,unladen,8.4,2408.4,9.626,535.8
4271,97.35,highway,18.2,52.8,83.7,0.199,30.1,clear,small_ev,24,140,1400,unladen,29.2,1429.2,46.321,475.8
4272,33.74,arterial,18.2,36.9,49.1,0.467,32.5,heavy_rain,mid_ev,40,160,1900,full_load,390.5,2290.5,15.615,462.8
4273,16.28,city,10.4,0.2,25.6,0.983,25.7,heavy_rain,large_ev,75,190,2400,half_load,318.2,2718.2,17.962,1103.6
4275,16.39,arterial,35.8,21.3,60.3,0.598,35.7,clear,mid_ev,40,160,1900,full_load,383.0,2283.0,9.803,598.0
4276,9.05,city,9.2,5.2,22.1,0.5,37.8,heavy_rain,small_ev,24,140,1400,half_load,139.8,1539.8,3.506,387.4
4277,147.05,highway,6.3,23.0,104.9,0.227,28.8,clear,large_ev,75,190,2400,full_load,572.5,2972.5,139.039,945.5
4278,17.34,city,23.5,6.3,18.8,0.624,29.9,clear,large_ev,75,190,2400,half_load,304.3,2704.3,11.552,666.2
4279,7.09,city,5.4,0.4,24.5,0.634,20.1,clear,large_ev,75,190,2400,unladen,45.4,2445.4,4.265,601.3
4282,50.98,highway,79.2,4.0,80.5,0.079,34.6,clear,small_ev,24,140,1400,half_load,140.4,1540.4,24.193,474.6
4284,181.41,highway,2.1,18.7,101.8,0.1,28.1,rain,mid_ev,40,160,1900,full_load,429.1,2329.1,146.245,806.2
4286,7.54,city,7.6,2.1,28.0,0.59,36.6,clear,mid_ev,40,160,1900,unladen,18.1,1918.1,4.126,547.2
4287,15.27,arterial,5.3,2.2,45.9,0.313,29.7,clear,small_ev,24,140,1400,unladen,11.2,1411.2,3.739,244.9
4289,32.9,arterial,9.0,12.2,48.8,0.949,36.8,heavy_rain,mid_ev,40,160,1900,full_load,435.7,2335.7,25.329,770.0
4290,5.69,city,6.8,2.8,23.1,0.394,24.6,clear,small_ev,24,140,1400,half_load,139.3,1539.3,1.495,262.9
4292,10.12,city,11.0,3.8,29.3,0.766,29.5,clear,mid_ev,40,160,1900,half_load,221.2,2121.2,6.404,633.0
4293,15.47,arterial,29.8,47.4,48.9,0.138,28.7,rain,large_ev,75,190,2400,full_load,541.6,2941.6,5.705,368.8
4294,48.31,highway,31.0,22.9,80.7,0.127,28.6,clear,mid_ev,40,160,1900,full_load,408.5,2308.5,25.283,523.3
4295,11.88,arterial,20.2,6.5,43.6,0.723,30.2,clear,small_ev,24,140,1400,unladen,3.5,1403.5,4.136,348.1
4297,22.88,arterial,60.5,4.6,55.9,0.101,36.8,clear,mid_ev,40,160,1900,unladen,13.8,1913.8,7.833,342.4
4298,11.73,arterial,23.6,0.1,38.0,0.587,27.0,rain,small_ev,24,140,1400,unladen,26.9,1426.9,3.541,302.0
4300,9.07,city,5.5,4.7,5.0,0.721,22.0,clear,mid_ev,40,160,1900,full_load,385.8,2285.8,5.379,592.9
4301,1.82,city,2.4,5.2,13.9,0.409,34.0,clear,mid_ev,40,160,1900,unladen,19.5,1919.5,0.649,356.1
4302,1.91,city,16.4,3.9,21.4,0.481,24.4,clear,mid_ev,40,160,1900,full_load,449.6,2349.6,0.961,503.6
4303,4.01,city,2.7,15.2,25.6,0.528,31.4,clear,large_ev,75,190,2400,unladen,40.5,2440.5,2.332,581.5
4304,37.42,arterial,34.1,2.9,41.7,0.633,28.4,clear,mid_ev,40,160,1900,unladen,19.9,1919.9,14.555,389.0
4305,9.34,arterial,9.5,19.3,35.0,0.204,20.0,rain,small_ev,24,140,1400,full_load,273.7,1673.7,1.704,182.3
4306,29.17,highway,33.1,58.4,75.9,0.115,31.5,clear,mid_ev,40,160,1900,half_load,269.5,2169.5,14.154,485.2
4309,6.14,city,2.4,26.9,29.1,0.303,32.6,clear,mid_ev,40,160,1900,half_load,218.8,2118.8,2.268,369.3
4310,6.08,city,0.6,12.3,28.8,0.236,32.6,clear,small_ev,24,140,1400,half_load,173.4,1573.4,1.417,233.0
4311,29.8,arterial,24.3,8.0,55.1,0.388,32.4,clear,large_ev,75,190,2400,half_load,329.2,2729.2,15.337,514.6
4313,13.2,city,12.4,3.6,25.4,0.201,29.8,clear,large_ev,75,190,2400,full_load,580.6,2980.6,4.721,357.6
4315,84.18,highway,110.4,2.1,76.1,0.024,22.1,clear,large_ev,75,190,2400,half_load,356.5,2756.5,44.655,530.5
4317,17.02,city,4.4,2.6,33.8,0.233,31.0,heavy_rain,mid_ev,40,160,1900,half_load,230.9,2130.9,5.889,346.0
4318,124.98,highway,15.7,8.9,92.1,0.035,32.1,clear,mid_ev,40,160,1900,full_load,385.3,2285.3,76.964,615.8
4319,20.25,arterial,31.4,3.4,48.0,0.332,24.2,clear,large_ev,75,190,2400,unladen,52.2,2452.2,8.431,416.3
4320,18.47,arterial,66.4,14.5,62.0,0.459,28.6,clear,large_ev,75,190,2400,full_load,528.0,2928.0,12.37,669.9
4321,17.86,arterial,0.4,37.0,36.0,0.592,32.0,rain,mid_ev,40,160,1900,full_load,404.2,2304.2,7.452,417.3
4322,200.42,highway,41.8,2.7,65.4,0.515,30.1,clear,small_ev,24,140,1400,unladen,2.8,1402.8,68.568,342.1
4323,12.55,arterial,20.6,56.9,48.1,0.242,37.8,clear,small_ev,24,140,1400,full_load,257.8,1657.8,3.438,274.0
4324,70.39,highway,6.9,6.2,93.3,0.053,20.8,clear,mid_ev,40,160,1900,half_load,201.7,2101.7,43.37,616.1
4325,23.68,arterial,31.4,10.7,32.9,0.609,31.5,heavy_rain,large_ev,75,190,2400,full_load,534.9,2934.9,13.703,578.7
4326,40.11,arterial,26.7,32.4,51.6,0.435,36.1,heavy_rain,large_ev,75,190,2400,half_load,300.3,2700.3,23.689,590.7
4327,14.08,city,1.9,11.2,17.6,0.517,36.1,clear,small_ev,24,140,1400,half_load,122.3,1522.3,4.793,340.4
4328,4.63,arterial,23.2,20.0,31.7,0.269,31.6,clear,small_ev,24,140,1400,half_load,152.6,1552.6,0.922,199.1
4329,8.52,city,0.1,6.6,23.4,0.67,29.7,clear,mid_ev,40,160,1900,unladen,1.7,1901.7,4.464,524.0
4330,6.33,city,0.1,1.3,30.0,0.645,32.9,clear,large_ev,75,190,2400,unladen,40.4,2440.4,4.331,684.5
4332,17.54,city,1.2,4.5,28.9,0.95,28.5,clear,large_ev,75,190,2400,half_load,324.7,2724.7,18.42,1049.9
4333,36.09,arterial,4.9,8.1,38.3,0.414,24.9,clear,mid_ev,40,160,1900,half_load,256.4,2156.4,11.3,313.1
4335,9.36,arterial,19.9,4.9,38.6,0.871,36.7,clear,small_ev,24,140,1400,half_load,168.8,1568.8,3.877,414.4
4337,1.77,city,4.4,5.3,20.0,0.333,36.0,clear,small_ev,24,140,1400,full_load,268.2,1668.2,0.528,297.9
4338,175.37,highway,22.1,127.0,85.3,0.55,33.0,heavy_rain,small_ev,24,140,1400,full_load,257.7,1657.7,108.637,619.5
4339,9.97,city,5.0,26.0,8.2,0.554,33.7,clear,large_ev,75,190,2400,half_load,253.3,2653.3,6.099,611.5
4340,4.55,city,15.1,2.8,18.3,0.569,27.2,clear,mid_ev,40,160,1900,unladen,37.4,1937.4,2.071,455.4
4341,12.64,arterial,29.1,2.1,37.6,0.721,33.2,rain,small_ev,24,140,1400,half_load,132.2,1532.2,4.659,368.5
4342,88.45,highway,60.6,20.2,87.5,0.49,29.8,clear,small_ev,24,140,1400,half_load,151.6,1551.6,47.525,537.3
4343,37.01,highway,39.6,36.9,71.4,0.566,30.0,clear,mid_ev,40,160,1900,full_load,402.0,2302.0,19.076,515.5
4344,10.02,city,14.4,0.4,30.0,0.438,26.0,clear,mid_ev,40,160,1900,unladen,13.4,1913.4,3.782,377.5
4346,6.52,arterial,16.0,9.2,45.3,0.283,33.3,clear,mid_ev,40,160,1900,full_load,404.2,2304.2,2.207,338.5
4348,153.85,highway,75.8,118.7,81.5,0.03,28.5,clear,small_ev,24,140,1400,unladen,8.2,1408.2,66.689,433.5
4349,57.43,highway,25.1,11.7,87.5,0.197,36.9,heavy_rain,large_ev,75,190,2400,full_load,553.8,2953.8,52.984,922.6
4351,22.95,arterial,45.8,2.9,57.2,0.606,34.7,rain,small_ev,24,140,1400,unladen,11.4,1411.4,9.696,422.4
4352,22.33,highway,33.5,36.5,84.0,0.204,32.1,clear,large_ev,75,190,2400,unladen,5.2,2405.2,15.691,702.7
4353,49.28,arterial,6.2,16.1,44.9,0.184,28.5,heavy_rain,large_ev,75,190,2400,full_load,586.7,2986.7,17.697,359.1
4354,37.49,arterial,30.1,3.5,46.2,0.526,35.7,clear,large_ev,75,190,2400,full_load,526.4,2926.4,21.136,563.8
4356,19.73,arterial,12.8,4.9,46.3,0.266,34.8,clear,small_ev,24,140,1400,half_load,140.2,1540.2,4.628,234.6
4357,2.59,city,11.6,18.8,31.5,0.636,31.3,clear,mid_ev,40,160,1900,half_load,260.5,2160.5,1.633,629.5
4359,106.0,highway,87.4,12.1,94.4,0.01,31.0,heavy_rain,small_ev,24,140,1400,half_load,142.7,1542.7,69.779,658.3
4360,5.55,city,5.1,14.7,29.7,0.634,26.7,clear,mid_ev,40,160,1900,unladen,32.9,1932.9,2.81,506.0
4361,11.71,arterial,7.6,13.4,35.7,0.713,24.0,rain,small_ev,24,140,1400,full_load,294.2,1694.2,3.861,329.7
4362,6.46,city,6.2,0.3,15.0,0.489,24.8,clear,large_ev,75,190,2400,unladen,45.7,2445.7,3.07,475.4
4363,87.71,highway,8.2,48.6,89.9,0.06,35.5,clear,small_ev,24,140,1400,half_load,163.5,1563.5,49.73,567.0
4364,48.23,highway,132.9,13.7,88.3,0.326,35.5,rain,large_ev,75,190,2400,half_load,308.6,2708.6,41.108,852.2
4365,39.04,arterial,5.3,93.5,31.7,0.368,25.8,clear,large_ev,75,190,2400,half_load,272.7,2672.7,12.744,326.5
4366,4.29,city,4.4,2.8,26.1,0.346,30.8,heavy_rain,large_ev,75,190,2400,full_load,574.0,2974.0,2.456,573.0
4367,54.26,arterial,10.6,24.1,39.6,0.229,23.4,clear,mid_ev,40,160,1900,full_load,424.5,2324.5,13.159,242.5
4368,4.59,arterial,2.1,7.6,54.9,0.255,35.8,clear,small_ev,24,140,1400,full_load,296.1,1696.1,1.53,333.4
4369,10.7,city,10.9,5.6,17.3,0.584,35.3,rain,large_ev,75,190,2400,half_load,268.0,2668.0,7.099,663.2
4370,1.19,city,4.3,11.5,13.9,0.956,24.4,clear,mid_ev,40,160,1900,full_load,392.4,2292.4,0.919,770.5
4371,5.21,city,10.0,12.4,18.8,0.383,29.0,clear,mid_ev,40,160,1900,full_load,421.8,2321.8,2.019,387.7
4372,4.41,city,32.5,2.2,29.9,0.463,36.2,clear,large_ev,75,190,2400,unladen,45.5,2445.5,2.829,641.1
4373,9.51,city,3.0,30.1,14.4,0.233,37.1,clear,small_ev,24,140,1400,half_load,147.4,1547.4,1.87,196.5
4374,9.16,city,6.7,4.6,35.9,0.31,33.6,clear,mid_ev,40,160,1900,full_load,426.2,2326.2,4.036,440.8
4375,52.13,highway,13.6,36.5,86.9,0.303,33.1,clear,large_ev,75,190,2400,full_load,565.2,2965.2,40.544,777.7
4376,82.94,highway,13.8,0.7,89.1,0.084,35.1,clear,mid_ev,40,160,1900,full_load,390.6,2290.6,54.89,661.8
4377,14.32,arterial,81.3,8.5,45.2,0.058,30.8,rain,small_ev,24,140,1400,full_load,299.5,1699.5,3.183,222.2
4378,6.15,arterial,19.0,13.3,54.8,0.559,32.3,clear,mid_ev,40,160,1900,unladen,32.1,1932.1,2.931,476.5
4379,104.5,highway,15.2,30.2,100.6,0.192,33.7,clear,mid_ev,40,160,1900,full_load,448.5,2348.5,87.857,840.8
4380,3.48,arterial,29.6,3.5,40.1,0.644,35.1,clear,small_ev,24,140,1400,unladen,11.7,1411.7,1.234,354.3
4381,9.69,city,2.5,1.1,21.4,0.795,31.8,clear,small_ev,24,140,1400,full_load,292.0,1692.0,5.264,543.3
4382,66.59,highway,84.0,5.4,87.2,0.073,22.2,clear,small_ev,24,140,1400,unladen,2.5,1402.5,32.055,481.4
4384,10.65,arterial,10.3,12.9,41.6,0.531,23.2,clear,large_ev,75,190,2400,unladen,23.2,2423.2,4.629,434.8
4386,18.99,arterial,13.6,32.1,37.4,0.65,23.8,clear,mid_ev,40,160,1900,unladen,27.4,1927.4,7.155,376.8
4387,92.01,highway,31.3,122.7,78.9,0.04,34.0,clear,small_ev,24,140,1400,full_load,287.5,1687.5,42.392,460.7
4388,83.09,highway,1.0,32.1,79.9,0.212,37.3,clear,small_ev,24,140,1400,full_load,271.1,1671.1,40.983,493.2
4389,4.43,city,1.5,9.2,26.9,0.773,35.6,heavy_rain,small_ev,24,140,1400,full_load,292.7,1692.7,2.818,636.3
4390,80.0,arterial,9.3,5.6,44.6,0.336,26.6,clear,mid_ev,40,160,1900,full_load,431.6,2331.6,27.426,342.8
4391,101.85,highway,24.9,24.3,108.3,0.109,27.4,clear,mid_ev,40,160,1900,unladen,30.5,1930.5,83.769,822.5
4392,28.63,arterial,25.4,9.0,39.6,0.237,27.9,rain,mid_ev,40,160,1900,full_load,448.5,2348.5,8.197,286.3
4394,15.04,arterial,16.5,6.4,47.6,0.197,30.8,clear,mid_ev,40,160,1900,full_load,410.7,2310.7,4.863,323.3
4395,22.08,arterial,14.4,47.1,45.6,0.795,23.4,clear,small_ev,24,140,1400,half_load,130.4,1530.4,8.217,372.1
4397,99.65,highway,22.0,58.0,92.2,0.132,29.1,rain,small_ev,24,140,1400,full_load,274.9,1674.9,55.508,557.0
4398,70.7,highway,32.3,14.2,89.0,0.372,37.2,clear,small_ev,24,140,1400,unladen,13.0,1413.0,42.147,596.1
4400,108.45,highway,0.5,73.8,91.1,0.084,32.0,rain,small_ev,24,140,1400,full_load,283.9,1683.9,58.611,540.5
4401,2.27,city,3.3,0.5,20.3,0.669,39.1,clear,small_ev,24,140,1400,half_load,165.2,1565.2,1.119,493.7
4402,13.5,city,1.9,22.7,18.8,0.208,35.8,rain,large_ev,75,190,2400,full_load,524.8,2924.8,4.841,358.5
4403,102.8,highway,5.9,7.2,74.7,0.196,24.1,rain,mid_ev,40,160,1900,unladen,21.7,1921.7,45.831,445.8
4404,17.04,highway,5.6,83.8,96.8,0.049,31.0,clear,small_ev,24,140,1400,unladen,8.6,1408.6,10.048,589.5
4405,30.12,arterial,8.8,56.9,51.6,0.713,31.4,clear,large_ev,75,190,2400,half_load,310.7,2710.7,20.689,686.9
4406,12.95,city,0.3,27.3,30.3,0.308,28.0,clear,mid_ev,40,160,1900,unladen,44.7,1944.7,3.903,301.3
4407,7.16,city,2.6,4.6,19.0,0.222,35.9,heavy_rain,small_ev,24,140,1400,unladen,27.3,1427.3,1.446,201.9
4408,11.77,city,19.0,6.4,21.8,0.904,20.7,rain,large_ev,75,190,2400,full_load,591.4,2991.4,12.258,1041.1
4409,6.68,city,1.0,15.7,22.0,0.856,29.4,clear,large_ev,75,190,2400,half_load,247.0,2647.0,5.799,867.8
4410,3.61,city,1.5,12.7,18.8,0.719,37.6,clear,mid_ev,40,160,1900,full_load,398.7,2298.7,2.584,716.5
4411,4.14,arterial,20.6,51.7,38.0,0.082,31.3,clear,mid_ev,40,160,1900,full_load,404.7,2304.7,0.846,204.2
4412,10.0,highway,2.2,1.3,85.1,0.195,32.9,clear,small_ev,24,140,1400,unladen,6.1,1406.1,5.39,539.0
4414,4.52,city,11.0,0.4,19.1,0.627,34.7,rain,small_ev,24,140,1400,half_load,171.6,1571.6,2.053,454.0
4417,9.23,city,7.1,6.4,22.1,0.175,30.4,clear,small_ev,24,140,1400,unladen,26.9,1426.9,1.48,160.3
4419,18.48,arterial,19.2,22.3,47.6,0.085,32.0,clear,large_ev,75,190,2400,unladen,6.7,2406.7,5.283,285.8
4420,65.64,highway,46.7,20.8,93.2,0.08,28.9,clear,mid_ev,40,160,1900,half_load,185.0,2085.0,43.925,669.1
4421,2.36,arterial,18.8,24.3,39.3,0.348,22.9,clear,large_ev,75,190,2400,unladen,16.4,2416.4,0.859,364.4
4423,117.84,highway,65.4,37.5,79.6,0.051,34.3,clear,mid_ev,40,160,1900,half_load,212.3,2112.3,63.043,535.0
4424,28.88,arterial,7.0,35.0,38.5,0.54,32.6,rain,small_ev,24,140,1400,full_load,299.1,1699.1,9.543,330.4
4425,5.33,city,5.8,2.5,21.2,0.451,36.2,clear,mid_ev,40,160,1900,half_load,230.7,2130.7,2.534,475.2
4426,58.7,highway,3.0,11.9,89.3,0.181,36.7,clear,large_ev,75,190,2400,unladen,25.8,2425.8,45.078,768.0
4427,23.45,arterial,9.2,12.7,45.9,0.68,31.5,clear,small_ev,24,140,1400,half_load,132.7,1532.7,8.406,358.5
4428,18.15,city,21.7,1.8,24.4,0.143,35.1,heavy_rain,small_ev,24,140,1400,full_load,273.3,1673.3,3.45,190.1
4431,2.0,arterial,27.3,13.0,26.4,0.225,24.3,clear,small_ev,24,140,1400,half_load,141.3,1541.3,0.362,181.0
4433,12.78,city,0.3,8.3,25.6,0.69,23.1,clear,mid_ev,40,160,1900,full_load,400.1,2300.1,7.331,573.8
4434,205.34,highway,30.7,4.5,87.3,0.129,29.5,clear,small_ev,24,140,1400,unladen,29.4,1429.4,104.957,511.1
4435,2.82,arterial,36.2,8.9,35.3,0.429,26.4,clear,large_ev,75,190,2400,full_load,599.2,2999.2,1.511,536.1
4436,1.0,city,0.2,28.1,25.9,0.184,32.1,clear,small_ev,24,140,1400,full_load,293.8,1693.8,0.214,213.6
4438,35.17,arterial,21.2,19.7,46.5,0.632,27.3,clear,mid_ev,40,160,1900,half_load,256.7,2156.7,15.581,443.0
4439,27.3,arterial,14.9,34.0,48.5,0.221,30.9,clear,mid_ev,40,160,1900,unladen,18.2,1918.2,7.91,289.7
4440,4.61,arterial,27.2,20.0,51.0,0.068,23.1,rain,mid_ev,40,160,1900,half_load,235.8,2135.8,1.279,277.4
4441,122.31,highway,46.2,7.6,89.2,0.328,21.3,clear,large_ev,75,190,2400,unladen,42.0,2442.0,91.766,750.3
4442,27.11,arterial,15.2,63.1,30.6,0.357,37.6,clear,small_ev,24,140,1400,unladen,18.9,1418.9,5.651,208.5
4443,62.53,highway,7.4,26.2,92.2,0.078,39.5,clear,mid_ev,40,160,1900,half_load,257.9,2157.9,44.811,716.7
4445,3.29,city,2.2,2.5,16.8,0.73,29.6,clear,small_ev,24,140,1400,unladen,21.9,1421.9,1.359,413.1
4446,7.45,city,3.0,1.9,17.2,0.572,33.9,rain,large_ev,75,190,2400,full_load,539.7,2939.7,5.685,762.9
4447,98.57,highway,13.3,64.0,82.1,0.045,26.3,rain,mid_ev,40,160,1900,half_load,241.4,2141.4,50.959,517.0
4448,15.91,city,10.9,5.5,20.4,0.702,31.1,clear,mid_ev,40,160,1900,full_load,440.2,2340.2,10.108,635.3
4450,12.59,city,18.3,15.7,23.4,0.376,26.6,clear,large_ev,75,190,2400,full_load,574.2,2974.2,6.265,497.4
4451,24.49,arterial,13.6,27.9,49.3,0.671,25.6,clear,mid_ev,40,160,1900,full_load,433.8,2333.8,12.34,503.8
4452,127.08,highway,90.2,61.1,78.2,0.102,32.2,clear,mid_ev,40,160,1900,unladen,2.8,1902.8,65.325,514.1
4453,10.77,arterial,3.8,14.0,45.1,0.589,25.8,heavy_rain,small_ev,24,140,1400,half_load,139.5,1539.5,3.839,356.3
4454,9.45,arterial,13.1,32.4,32.8,0.738,31.0,clear,mid_ev,40,160,1900,full_load,383.4,2283.4,4.021,425.7
4455,150.25,highway,48.5,26.3,81.9,0.051,33.6,clear,small_ev,24,140,1400,half_load,130.3,1530.3,68.806,458.0
4456,8.28,arterial,41.8,3.0,47.3,0.496,24.9,clear,small_ev,24,140,1400,unladen,5.2,1405.2,2.631,318.0
4457,19.67,arterial,16.3,7.9,39.5,0.19,23.9,clear,mid_ev,40,160,1900,full_load,433.0,2333.0,4.847,246.5
4458,16.12,arterial,16.7,7.1,50.5,0.435,25.2,heavy_rain,large_ev,75,190,2400,full_load,519.0,2919.0,8.996,557.9
4459,4.23,city,16.7,18.1,27.1,0.658,24.8,heavy_rain,large_ev,75,190,2400,half_load,275.0,2675.0,3.261,771.2
4460,27.68,highway,21.7,44.1,89.2,0.189,25.8,clear,mid_ev,40,160,1900,half_load,192.5,2092.5,16.812,607.3
4461,29.17,arterial,7.2,0.6,51.3,0.021,28.1,clear,large_ev,75,190,2400,half_load,327.6,2727.6,8.575,294.0
4462,3.04,arterial,22.3,2.0,42.6,0.2,33.5,clear,small_ev,24,140,1400,unladen,6.4,1406.4,0.751,247.2
4464,2.18,city,5.9,3.2,23.6,0.429,31.6,clear,small_ev,24,140,1400,unladen,2.0,1402.0,0.638,293.0
4465,9.77,city,3.5,7.6,21.8,0.909,30.0,heavy_rain,large_ev,75,190,2400,full_load,512.0,2912.0,11.159,1142.1
4466,44.51,arterial,16.1,9.5,49.5,0.377,23.2,clear,small_ev,24,140,1400,unladen,20.8,1420.8,12.055,270.8
4467,9.28,city,1.7,6.2,16.0,0.687,35.0,clear,small_ev,24,140,1400,full_load,267.5,1667.5,4.284,461.8
4468,20.57,arterial,6.6,41.3,47.7,0.301,30.7,clear,small_ev,24,140,1400,half_load,131.4,1531.4,5.348,260.0
4469,34.89,highway,71.5,95.6,82.7,0.083,41.1,clear,small_ev,24,140,1400,unladen,16.3,1416.3,18.26,523.3
4470,4.34,city,23.1,14.1,22.7,0.626,28.8,clear,large_ev,75,190,2400,full_load,516.4,2916.4,3.42,787.8
4472,60.08,highway,174.1,70.0,87.5,0.228,39.4,clear,large_ev,75,190,2400,half_load,359.0,2759.0,50.694,843.7
4474,28.78,arterial,7.2,23.9,34.5,0.299,23.2,rain,mid_ev,40,160,1900,half_load,193.2,2093.2,7.325,254.5
4475,7.79,city,0.7,24.4,21.6,0.659,29.3,rain,large_ev,75,190,2400,full_load,557.1,2957.1,6.6,847.6
4477,2.12,city,25.2,6.2,16.2,0.382,31.0,clear,mid_ev,40,160,1900,half_load,264.1,2164.1,0.888,419.6
4478,53.42,highway,0.1,40.5,78.6,0.318,26.5,clear,large_ev,75,190,2400,unladen,57.0,2457.0,34.603,647.8
4479,11.52,arterial,16.3,18.1,39.0,0.392,22.6,clear,small_ev,24,140,1400,half_load,162.1,1562.1,2.622,227.7
4481,46.74,highway,130.8,39.6,76.2,0.134,30.5,rain,small_ev,24,140,1400,unladen,20.3,1420.3,19.872,425.1
4482,28.84,arterial,13.3,3.6,44.9,0.1,36.9,clear,large_ev,75,190,2400,full_load,596.6,2996.6,9.96,345.3
4483,5.77,city,4.9,7.6,21.7,0.457,29.3,rain,small_ev,24,140,1400,half_load,145.1,1545.1,1.927,333.9
4484,37.95,highway,60.8,6.0,77.3,0.214,29.6,clear,large_ev,75,190,2400,unladen,36.2,2436.2,22.187,584.7
4485,19.61,arterial,16.7,1.9,44.1,0.441,26.9,clear,mid_ev,40,160,1900,half_load,195.4,2095.4,6.568,334.9
4486,44.63,highway,16.4,59.4,89.6,0.1,30.8,clear,small_ev,24,140,1400,unladen,0.8,1400.8,23.85,534.4
4487,12.79,arterial,41.2,1.1,66.0,0.274,42.0,clear,small_ev,24,140,1400,half_load,133.3,1533.3,5.924,463.1
4488,2.8,arterial,31.1,4.2,38.3,0.376,27.4,clear,small_ev,24,140,1400,full_load,270.0,1670.0,0.809,289.0
4489,18.64,arterial,88.1,0.0,45.5,0.353,36.0,clear,large_ev,75,190,2400,unladen,17.3,2417.3,8.448,453.2
4490,41.93,highway,3.3,15.7,96.4,0.246,39.6,clear,small_ev,24,140,1400,unladen,23.3,1423.3,29.432,701.9
4491,67.41,highway,4.3,2.4,95.1,0.045,31.9,clear,large_ev,75,190,2400,unladen,12.0,2412.0,57.396,851.4
4492,32.13,highway,27.6,71.8,82.1,0.146,23.5,clear,small_ev,24,140,1400,full_load,269.2,1669.2,14.479,450.6
4494,80.08,highway,63.9,16.4,84.5,0.004,30.7,clear,mid_ev,40,160,1900,half_load,201.5,2101.5,44.124,551.0
4497,20.27,highway,44.7,18.7,89.7,0.294,37.5,heavy_rain,small_ev,24,140,1400,full_load,277.7,1677.7,14.14,697.5
4498,125.96,highway,41.3,151.7,93.6,0.042,29.2,rain,mid_ev,40,160,1900,unladen,5.8,1905.8,85.825,681.4
4499,13.11,arterial,17.5,19.8,50.2,0.698,32.3,clear,mid_ev,40,160,1900,full_load,407.0,2307.0,7.048,537.5
4500,6.91,city,9.8,8.7,20.1,0.523,39.0,clear,small_ev,24,140,1400,unladen,2.7,1402.7,2.511,363.5
4501,59.97,highway,8.9,12.2,96.4,0.195,33.4,clear,small_ev,24,140,1400,half_load,125.1,1525.1,38.301,638.6
4502,12.2,arterial,22.0,33.6,54.9,0.37,34.8,clear,mid_ev,40,160,1900,full_load,418.4,2318.4,5.417,444.1
4503,51.9,highway,28.6,22.5,75.1,0.357,39.4,clear,small_ev,24,140,1400,unladen,20.4,1420.4,24.005,462.5
4504,46.23,highway,3.2,1.5,64.0,0.119,24.6,clear,large_ev,75,190,2400,unladen,28.6,2428.6,18.475,399.6
4506,35.87,highway,21.6,71.8,98.3,0.128,32.8,clear,mid_ev,40,160,1900,half_load,266.0,2166.0,28.368,790.8
4507,68.8,highway,42.5,12.7,92.3,0.036,33.8,rain,mid_ev,40,160,1900,unladen,37.2,1937.2,47.508,690.5
4508,11.02,arterial,24.3,1.1,42.3,0.746,32.8,clear,large_ev,75,190,2400,full_load,526.4,2926.4,7.308,663.2
4509,13.38,arterial,6.7,16.6,47.6,0.233,33.8,rain,large_ev,75,190,2400,unladen,36.8,2436.8,5.287,395.2
4510,51.61,arterial,17.5,48.5,43.3,0.276,34.7,clear,mid_ev,40,160,1900,full_load,429.6,2329.6,17.543,339.9
4511,3.29,arterial,3.5,22.3,45.1,0.686,33.1,clear,mid_ev,40,160,1900,full_load,406.4,2306.4,1.798,546.9
4512,9.75,city,4.6,0.6,13.5,0.588,42.0,clear,large_ev,75,190,2400,half_load,292.2,2692.2,7.78,797.7
4513,4.27,city,3.9,8.3,16.5,0.798,20.0,clear,small_ev,24,140,1400,unladen,14.4,1414.4,1.803,421.8
4514,17.7,city,7.9,0.5,23.2,0.848,36.3,clear,large_ev,75,190,2400,half_load,263.7,2663.7,17.125,967.4
4515,99.72,highway,6.9,35.0,101.7,0.405,25.8,clear,small_ev,24,140,1400,full_load,296.5,1696.5,68.443,686.3
4516,2.59,city,0.7,1.2,29.4,0.504,28.3,rain,large_ev,75,190,2400,half_load,309.7,2709.7,1.617,624.3
4517,47.65,highway,4.1,6.2,90.4,0.14,25.8,clear,mid_ev,40,160,1900,unladen,2.5,1902.5,29.44,617.8
4518,6.95,city,2.8,10.2,12.2,0.705,30.4,clear,small_ev,24,140,1400,half_load,167.2,1567.2,3.091,444.6
4520,70.76,highway,80.6,57.8,96.3,0.121,35.2,rain,mid_ev,40,160,1900,half_load,194.1,2094.1,54.279,767.0
